id,name,sku,size,category,page,image_path,catalogs,description,inset_path,jaw_path,original_image_path
furn_p53_r00,Hospital Semi Fowler Bed,10013,Overall Size: 198L x 90W x 60H cms,Hospital Furniture,53,dataset/processed/furn_p53_r00_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 53, ""image_path"": ""dataset/processed/furn_p53_r00_full.png""}]","Frame work made of Rectangular M.S Tube 2 Section Top made of perforated M.S Sheet Back Rest Section, maneuvered by Screw Handle from Foot End ABS molded Head & Foot Panels Four locations for I.V. Rod Overall Size: 198L x 90W x 60H cms Finish: Epoxy Powder Coated",,dataset/processed/furn_p53_r00_jaw.png,dataset/processed/furn_p53_r00.png
furn_p53_r01,Hospital Semi Fowler Bed,10014,Overall Size: 198L x 90W x 60H cms,Hospital Furniture,53,dataset/processed/furn_p53_r01_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 53, ""image_path"": ""dataset/processed/furn_p53_r01_full.png""}]","Frame work made of Rectangular M.S Tube 2 Section Top made of perforated M.S Sheet Back Rest Section, maneuvered by Screw Handle from Foot End Stainless steel tubular Head & Foot bows with laminated Panels. Four Locations for I.V. Rod Overall Size: 198L x 90W x 60H cms Finish: Epoxy Powder Coated",,dataset/processed/furn_p53_r01_jaw.png,dataset/processed/furn_p53_r01.png
furn_p53_r02,Hospital Semi Fowler Bed,10015,Overall Size: 198L x 90W x 60H cms,Hospital Furniture,53,dataset/processed/furn_p53_r02_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 53, ""image_path"": ""dataset/processed/furn_p53_r02_full.png""}]","Frame work made of Rectangular M.S. Tube 2 Section Top made of perforated  CRCA MS sheet Back Rest Section, maneuvered by Screw Handle from Foot End Tubular Head & Foot Bows of unequal height with vertical bars support Location for Four I.V. Rod Overall Size: 198L x 90W x 60H cms Finish: Epoxy Powder Coated",,dataset/processed/furn_p53_r02_jaw.png,dataset/processed/furn_p53_r02.png
furn_p53_r03,Hospital Semi Fowler Bed,10016,Overall Size: 198L x 90W x 60H cms,Hospital Furniture,53,dataset/processed/furn_p53_r03_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 53, ""image_path"": ""dataset/processed/furn_p53_r03_full.png""}]","Frame work made of Rectangular M.S. Tube 2 Section Top made of welded wire mesh Back Rest Section, maneuvered by Screw Handle from Foot End Tubular Head & Foot Bows of unequal height Location for Four I.V. Rod Overall Size: 198L x 90W x 60H cms Finish: Epoxy Powder Coated",,dataset/processed/furn_p53_r03_jaw.png,dataset/processed/furn_p53_r03.png
furn_p53_r04,Hospital Plain Bed Delux,10017,Overall Size: 198L x 90W x 60H cms,Hospital Furniture,53,dataset/processed/furn_p53_r04_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 53, ""image_path"": ""dataset/processed/furn_p53_r04_full.png""}]",Frame work made of Rectangular Top made of perforated CRCA MS Sheet ABS molded Head & Foot Panels Location for Four I.V. Rod Overall Size: 198L x 90W x 60H cms Finish: Epoxy Powder Coated,,dataset/processed/furn_p53_r04_jaw.png,dataset/processed/furn_p53_r04.png
furn_p54_l00,Hospital Plain Bed Delux,10018,Overall size : 198L x 90W x 60H cms,Hospital Furniture,54,dataset/processed/furn_p54_l00_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 54, ""image_path"": ""dataset/processed/furn_p54_l00_full.png""}]",Frame work made of Rectangular Top made of perforated CRCA M.S. sheet SS Tubular Head & Foot bows with laminated panels Location for Four I.V. Rod Overall size : 198L x 90W x 60H cms Finish: Epoxy Powder Coated,,dataset/processed/furn_p54_l00_jaw.png,dataset/processed/furn_p54_l00.png
furn_p54_l01,Hospital Plain Bed Semi Delux,10019,Overall Size : 198L x 90W x 60H cms,Hospital Furniture,54,dataset/processed/furn_p54_l01_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 54, ""image_path"": ""dataset/processed/furn_p54_l01_full.png""}]",Frame work made of Rectangular M.S. tube Top made of perforated CRCA M.S. sheet Tubular Head & Foot bows of unequal height Location for Four I.V. Rod Overall Size : 198L x 90W x 60H cms Finish: Epoxy Powder Coated,,dataset/processed/furn_p54_l01_jaw.png,dataset/processed/furn_p54_l01.png
furn_p54_l02,Pediatric Bed,10020,Size : 137L x 76W x 60H cms,Hospital Furniture,54,dataset/processed/furn_p54_l02_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 54, ""image_path"": ""dataset/processed/furn_p54_l02_full.png""}]",Main frame of Rectangular pipe Perforated CRCA sheet top. Tubular Head & Foot Bows of equal height with vertical tube supports. Drop down type safety side railings. Bed mounted on 100mm dia castor (2 with brakes) Size : 137L x 76W x 60H cms Finish: Epoxy Powder Coated,,dataset/processed/furn_p54_l02_jaw.png,dataset/processed/furn_p54_l02.png
furn_p54_l03,Attendant Bed,10021,Overall Size: 167L x 60W x 40H cms,Hospital Furniture,54,dataset/processed/furn_p54_l03_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 54, ""image_path"": ""dataset/processed/furn_p54_l03_full.png""}]",Frame work made of Rectangular MS tube Fitted with perforated CRCA sheet top SS tubular Head & Foot bows Legs fitted with PVC stumps Overall Size: 167L x 60W x 40H cms Finish: Epoxy Powder Coated,,dataset/processed/furn_p54_l03_jaw.png,dataset/processed/furn_p54_l03.png
furn_p54_l04,Baby Cradle on Stand,10211,Standard Size,Hospital Furniture,54,dataset/processed/furn_p54_l04_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 54, ""image_path"": ""dataset/processed/furn_p54_l04_full.png""}]",Frame made of M.S. tubular Legs with rubber stumps Detachable Baby cradle Finish: Epoxy Powder Coated,,dataset/processed/furn_p54_l04_jaw.png,dataset/processed/furn_p54_l04.png
furn_p55_r00,Operation Table Improved model,10101,Overall Size: 72” x 20” x 32”,Hospital Furniture,55,dataset/processed/furn_p55_r00_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 55, ""image_path"": ""dataset/processed/furn_p55_r00_full.png""}]","M.S. Tubular Frame work on 10 cm castors S.S. top in five sections All positions viz, ""Straight"", trendlenburg & reverse trendlenburg positions, lithotomy position Overall Size: 72” x 20” x 32” Fine Finished Optional: Mattress for above",,dataset/processed/furn_p55_r00_jaw.png,dataset/processed/furn_p55_r00.png
furn_p55_r01,Labour Table Improved Model,10102,Approx. Dimensions: 72”L x 27”W x 30”H.,Hospital Furniture,55,dataset/processed/furn_p55_r01_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 55, ""image_path"": ""dataset/processed/furn_p55_r01_full.png""}]",Approx. Dimensions: 72”L x 27”W x 30”H. Tubular frame work mounted on PVC stumps. Stainless steel top in three sections U-Cut at foot end. Trendlenburg positions adjustable on screw mechanism by handle. Back rest section adjustable on ratchet system. A pair of Litholomy Rods with straps with height adjustable. Complete with self locking traction handle at side & I.V. Rod. Fine Finished.,,dataset/processed/furn_p55_r01_jaw.png,dataset/processed/furn_p55_r01.png
furn_p55_r02,Obstetric Delivery Table Telescopic,10103,Approx. Dimensions: 72”L x 27”W x 24”-32”H.,Hospital Furniture,55,dataset/processed/furn_p55_r02_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 55, ""image_path"": ""dataset/processed/furn_p55_r02_full.png""}]",(Adjustable Height) Hydraulic Approx. Dimensions: 72”L x 27”W x 24”-32”H. Tubular frame work mounted on swiveling castors. Stainless steel top in three sections. Trendlenburg positions adjustable by pneumatic gas spring system. Hydraulically height adjustable by foot paddle from side Back rest section adjustable on ratchet. Leg and section can slide under the main section A pair of knee crutches with height adjustable. Epoxy Powder Coated.,,dataset/processed/furn_p55_r02_jaw.png,dataset/processed/furn_p55_r02.png
furn_p55_r03,Labour/Delivery Tables Telescopic,10104,Approx. Dimensions: 72”L x 27”W x 30”H.,Hospital Furniture,55,dataset/processed/furn_p55_r03_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 55, ""image_path"": ""dataset/processed/furn_p55_r03_full.png""}]",(Fixed Height) All Stainless Steel Approx. Dimensions: 72”L x 27”W x 30”H. SS Tubular frame work mounted on PVC stumps. Stainless steel top in three sections. Trendlenburg positions adjustable by MS mechanical gear system. Back rest section adjustable on ratchet. Leg and section can slide under the main section A pair of knee crutches with height adjustable. Finish: Fine Polished.,,dataset/processed/furn_p55_r03_jaw.png,dataset/processed/furn_p55_r03.png
furn_p55_r04,Labour/Delivery Table Telescopic,10105,Approx. Dimensions: 72”L x 27”W x 30”H.,Hospital Furniture,55,dataset/processed/furn_p55_r04_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 55, ""image_path"": ""dataset/processed/furn_p55_r04_full.png""}]",Approx. Dimensions: 72”L x 27”W x 30”H. Tubular frame work mounted on PVC stumps. Stainless steel top in three sections. Trendlenburg positions adjustable by mechanical gear system with lever handle. Back rest section adjustable on ratchet. Leg and section can slide under the main section A pair of SS Lithotomy Rods with straps with height adjustable. With Stainless Steel Sink/Bowl Fine Finished.,,dataset/processed/furn_p55_r04_jaw.png,dataset/processed/furn_p55_r04.png
furn_p56_l00,Delivery Bed,10106,"Approx. Size – Body section – 1000L x 800W x 750H mm, Leg section 900L mm.",Hospital Furniture,56,dataset/processed/furn_p56_l00_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 56, ""image_path"": ""dataset/processed/furn_p56_l00_full.png""}]","Approx. Size – Body section – 1000L x 800W x 750H mm, Leg section 900L mm. Labour and Delivery Bed made in 2 section, body section with legs mounted on rubber stumps. Leg section swivel castors with brakes. Leg section can be completely recessed under the body section supports for legs holders with solid mechanism to fix leg holders at required height & width. Filled mattress – pad and cover mattress pad in 2 section. Supplied with 2 knee crutches adjustable in height & width Knockdown construction Finish: Epoxy Powder Coated.",,dataset/processed/furn_p56_l00_jaw.png,dataset/processed/furn_p56_l00.png
furn_p56_l01,Obstetric Delivery Bed In 2 Parts,10107,Approx. Dimensions : 72”L x 30”W x 30”H.,Hospital Furniture,56,dataset/processed/furn_p56_l01_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 56, ""image_path"": ""dataset/processed/furn_p56_l01_full.png""}]",Approx. Dimensions : 72”L x 30”W x 30”H. MS Tubular frame work made in two sections. Body section with legs mounted on rubber stumps. Leg section on swivel castors with brakes. Two section cushioned top. Height adjustable a pair of Lithotomy rods with straps. Epoxy Powder Coated.,,dataset/processed/furn_p56_l01_jaw.png,dataset/processed/furn_p56_l01.png
furn_p56_l02,Gynae Examination table,10108,Size 72” x 24” x 30” (L x W x H).,Hospital Furniture,56,dataset/processed/furn_p56_l02_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 56, ""image_path"": ""dataset/processed/furn_p56_l02_full.png""}]",Size 72” x 24” x 30” (L x W x H). M.S. Top in two sections. Head rest adjustable. Perineal - U - cut at foot end with lithotomy rods & straps. M.S. Tubular Legs with rubber Stumps. Epoxy Powder Coated.,,dataset/processed/furn_p56_l02_jaw.png,dataset/processed/furn_p56_l02.png
furn_p56_l03,Orthopaedic Table (Watson Jones),10110,Standard Size,Hospital Furniture,56,dataset/processed/furn_p56_l03_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 56, ""image_path"": ""dataset/processed/furn_p56_l03_full.png""}]",M.S. Tubular frame mounted on rubber stumps. Stainless Steel Top.,,dataset/processed/furn_p56_l03_jaw.png,dataset/processed/furn_p56_l03.png
furn_p56_l04,Examination Couch,10116,Overall Approx Size: 187L x 51W x 81H.,Hospital Furniture,56,dataset/processed/furn_p56_l04_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 56, ""image_path"": ""dataset/processed/furn_p56_l04_full.png""}]",Overall Approx Size: 187L x 51W x 81H. Adjustable backrest by gas spring system. Two sectional upholstered top. Provided with three drawers and three cabinets. Tray for B.P. Apparatus provide near head rest. Epoxy Powder Coated.,,dataset/processed/furn_p56_l04_jaw.png,dataset/processed/furn_p56_l04.png
furn_p57_r00,Examination Table Plain,10117,Size 72” x 20” x 30” (L x W x H).,Hospital Furniture,57,dataset/processed/furn_p57_r00_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 57, ""image_path"": ""dataset/processed/furn_p57_r00_full.png""}]",Size 72” x 20” x 30” (L x W x H). M.S. Top in 2 sections. Head rest adjustable. MS tubular legs with rubber stumps. Epoxy Powder Coated,,dataset/processed/furn_p57_r00_jaw.png,dataset/processed/furn_p57_r00.png
furn_p57_r01,I.V. Stand,10201,Standard Size,Hospital Furniture,57,dataset/processed/furn_p57_r01_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 57, ""image_path"": ""dataset/processed/furn_p57_r01_full.png""}]",M.S. Tubular construction. Five legs  plastic/polymer base with 50mm dia. Castors. SS double hook IV rod adjustable height spring loaded. Epoxy Powder Coated.,,dataset/processed/furn_p57_r01_jaw.png,dataset/processed/furn_p57_r01.png
furn_p57_r02,I.V. Stand Stainless Steel,10202,Standard Size,Hospital Furniture,57,dataset/processed/furn_p57_r02_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 57, ""image_path"": ""dataset/processed/furn_p57_r02_full.png""}]",Stainless steel tubular construction. SS rectangular tube base with 50mm dia Castors. SS double hook IV rod adjustable height spring loaded.,,dataset/processed/furn_p57_r02_jaw.png,dataset/processed/furn_p57_r02.png
furn_p57_r03,I.V Stand Stainless Steel,10222,Standard Size,Hospital Furniture,57,dataset/processed/furn_p57_r03_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 57, ""image_path"": ""dataset/processed/furn_p57_r03_full.png""}]",Stainless steel tubular construction. Five legs  plastic/polymer base with 50mm dia Castors. SS double hook IV rod adjustable height spring loaded.,,dataset/processed/furn_p57_r03_jaw.png,dataset/processed/furn_p57_r03.png
furn_p57_r04,Bed Side Locker (ABS),10203,Standard Size,Hospital Furniture,57,dataset/processed/furn_p57_r04_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 57, ""image_path"": ""dataset/processed/furn_p57_r04_full.png""}]","480 x 480 x 760/800mm (L x W x H) Made of ABS Plastic, Light, steadiness, no aging. Built in towel shelf and one oddment rack.",,dataset/processed/furn_p57_r04_jaw.png,dataset/processed/furn_p57_r04.png
furn_p58_l00,Bed Side Locker Deluxe,10204,Overall Size: 16”L x 16”W x 32”H,Hospital Furniture,58,dataset/processed/furn_p58_l00_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 58, ""image_path"": ""dataset/processed/furn_p58_l00_full.png""}]",Overall Size: 16”L x 16”W x 32”H CRCA Sheet constructions. Having one box and one drawer SS top with three sides raise edges Epoxy Powder Coated,,dataset/processed/furn_p58_l00_jaw.png,dataset/processed/furn_p58_l00.png
furn_p58_l01,Bed Side Locker,10205,Size 16” x 14” x 30” (L x W x H).,Hospital Furniture,58,dataset/processed/furn_p58_l01_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 58, ""image_path"": ""dataset/processed/furn_p58_l01_full.png""}]",Size 16” x 14” x 30” (L x W x H). SS Square pipe frame with SS cup-board & SS Top. Legs with rubber Stumps.,,dataset/processed/furn_p58_l01_jaw.png,dataset/processed/furn_p58_l01.png
furn_p58_l02,Bed Side Locker,10206,Overall Size: 16” x 14” x 30” (L x W x H).,Hospital Furniture,58,dataset/processed/furn_p58_l02_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 58, ""image_path"": ""dataset/processed/furn_p58_l02_full.png""}]",Overall Size: 16” x 14” x 30” (L x W x H). M.S. Tubular frame with MS cup-board. Stainless Steel Top. Epoxy Powder Coated.,,dataset/processed/furn_p58_l02_jaw.png,dataset/processed/furn_p58_l02.png
furn_p58_l03,Over Bed Table Mayo's Type,10207,Standard Size,Hospital Furniture,58,dataset/processed/furn_p58_l03_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 58, ""image_path"": ""dataset/processed/furn_p58_l03_full.png""}]",(Adjustable Height with Gear Handle) M.S. Rectangular frame work mounted on 5 cm castors. 30” x 16” Laminated top adjustable by gear handle. Epoxy Powder Coated.,,dataset/processed/furn_p58_l03_jaw.png,dataset/processed/furn_p58_l03.png
furn_p58_l04,Over Bed Table Mayo's Type SS,10208,Standard Size,Hospital Furniture,58,dataset/processed/furn_p58_l04_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 58, ""image_path"": ""dataset/processed/furn_p58_l04_full.png""}]",(Adjustable Height with Gear Handle) SS Rectangular frame work mounted on 5 cm castors. 30” x 16” Laminated top adjustable by gear handle.,,dataset/processed/furn_p58_l04_jaw.png,dataset/processed/furn_p58_l04.png
furn_p59_r00,Over Bed Table,10209,Standard Size,Hospital Furniture,59,dataset/processed/furn_p59_r00_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 59, ""image_path"": ""dataset/processed/furn_p59_r00_full.png""}]",Rectangular frame work mounted on 5 cm castors. 30” x 16” Laminated top adjustable by side knob. Epoxy Powder Coated. Also available in all Stainless Steel,,dataset/processed/furn_p59_r00_jaw.png,dataset/processed/furn_p59_r00.png
furn_p59_r01,Over Bed Table Fixed Height,10210,Overall Size: 42” x 16” x 39” (L x W x H),Hospital Furniture,59,dataset/processed/furn_p59_r01_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 59, ""image_path"": ""dataset/processed/furn_p59_r01_full.png""}]",Overall Size: 42” x 16” x 39” (L x W x H) Tubular framework mounted on 5 cms castors. Fixed laminated top 30” x 16”. Epoxy Powder Coated,,dataset/processed/furn_p59_r01_jaw.png,dataset/processed/furn_p59_r01.png
furn_p59_r02,Bedside Screen 3 Panels,10212,Overall approx. size : 1650mm(H)x 2400mm(W),Hospital Furniture,59,dataset/processed/furn_p59_r02_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 59, ""image_path"": ""dataset/processed/furn_p59_r02_full.png""}]",Overall approx. size : 1650mm(H)x 2400mm(W) M.S. tubular construction in three section Mounted on 50 mm dia. castors With spring wire for curtain cloth Finish: Epoxy Powder Coated,,dataset/processed/furn_p59_r02_jaw.png,dataset/processed/furn_p59_r02.png
furn_p59_r03,Bedside Screen 4 Panels,10213,Overall approx. size : 1680mm(H)x 2450mm(W),Hospital Furniture,59,dataset/processed/furn_p59_r03_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 59, ""image_path"": ""dataset/processed/furn_p59_r03_full.png""}]",Overall approx. size : 1680mm(H)x 2450mm(W) M.S. tubular construction in four section Mounted on 50 mm dia. castors With spring wire for curtain cloth Finish: Epoxy Powder Coated,,dataset/processed/furn_p59_r03_jaw.png,dataset/processed/furn_p59_r03.png
furn_p59_r04,Foot Step,10214,Standard Size,Hospital Furniture,59,dataset/processed/furn_p59_r04_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 59, ""image_path"": ""dataset/processed/furn_p59_r04_full.png""}]",M.S. Tubular construction. M.S. Top with superimposed rubber matting. Legs with rubber stumps . Epoxy Powder Coated.,,dataset/processed/furn_p59_r04_jaw.png,dataset/processed/furn_p59_r04.png
furn_p60_l00,Foot Step,10215,Standard Size,Hospital Furniture,60,dataset/processed/furn_p60_l00_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 60, ""image_path"": ""dataset/processed/furn_p60_l00_full.png""}]",M.S. Tubular construction. M.S. Top with superimposed rubber matting. Legs with rubber stumps . Epoxy Powder Coated.,,dataset/processed/furn_p60_l00_jaw.png,dataset/processed/furn_p60_l00.png
furn_p60_l01,Wash Basin Stand,10216,Stainless Steel Basin of approx. 35cm dia.,Hospital Furniture,60,dataset/processed/furn_p60_l01_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 60, ""image_path"": ""dataset/processed/furn_p60_l01_full.png""}]",M.S. Tubular construction. Mounted on Five legs plastic/polymer base with 50mm dia castors. Stainless Steel Basin of approx. 35cm dia. Epoxy Powder Coated Also available in SS construction.,,dataset/processed/furn_p60_l01_jaw.png,dataset/processed/furn_p60_l01.png
furn_p60_l02,Wash Basin Stand,10217,Two Stainless Steel Basins of approx. 35cm dia. Each,Hospital Furniture,60,dataset/processed/furn_p60_l02_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 60, ""image_path"": ""dataset/processed/furn_p60_l02_full.png""}]",M.S. Tubular construction. Mounted on Five legs plastic/polymer base with 50mm dia castors. Two Stainless Steel Basins of approx. 35cm dia. Each Epoxy Powder Coated Also available in SS construction.,,dataset/processed/furn_p60_l02_jaw.png,dataset/processed/furn_p60_l02.png
furn_p60_l03,Revolving Stool Delux,10218,Standard Size,Hospital Furniture,60,dataset/processed/furn_p60_l03_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 60, ""image_path"": ""dataset/processed/furn_p60_l03_full.png""}]",Four legs M.S. tubular construction. M.S. foot rest ring. SS revolving top adjustable height with M.S. screw mechanism. Epoxy Powder Coated.,,dataset/processed/furn_p60_l03_jaw.png,dataset/processed/furn_p60_l03.png
furn_p60_l04,Revolving Stool,10219,Standard Size,Hospital Furniture,60,dataset/processed/furn_p60_l04_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 60, ""image_path"": ""dataset/processed/furn_p60_l04_full.png""}]",Three legs M.S. tubular construction. SS revolving top adjustable height with M.S. screw mechanism. Epoxy Powder Coated.,,dataset/processed/furn_p60_l04_jaw.png,dataset/processed/furn_p60_l04.png
furn_p61_r00,Revolving Stool Stainless Steel,10224,Standard Size,Hospital Furniture,61,dataset/processed/furn_p61_r00_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 61, ""image_path"": ""dataset/processed/furn_p61_r00_full.png""}]",Four legs stainless steel tubular construction. SS foot rest ring. SS revolving top adjustable height with M.S. screw mechanism.,,dataset/processed/furn_p61_r00_jaw.png,dataset/processed/furn_p61_r00.png
furn_p61_r01,Visitor Stool,10225,Overall size 12” x 12” x 20” (L x W x H),Hospital Furniture,61,dataset/processed/furn_p61_r01_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 61, ""image_path"": ""dataset/processed/furn_p61_r01_full.png""}]",M.S. tubular frame with M.S. top. Overall size 12” x 12” x 20” (L x W x H) Legs with rubber stumps. Epoxy Powder Coated.,,dataset/processed/furn_p61_r01_jaw.png,dataset/processed/furn_p61_r01.png
furn_p61_r02,Crash Cart Trolley,10054,Overall approx size: 940mm x 490mm x 1535mm (L x W x H).,Hospital Furniture,61,dataset/processed/furn_p61_r02_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 61, ""image_path"": ""dataset/processed/furn_p61_r02_full.png""}]","Overall approx size: 940mm x 490mm x 1535mm (L x W x H). M.S. Tubular frame. Six removeable plastic bins and two polystyrene lockable stronge units with three drawers each. Four swivel castors, 150 mm dia (two with brakes). Complete with corner buffers, Oxygen cylinder holder, SS IV rod, SS Top & shelves, cardiac massage board and electric lamp. Epoxy Powder Coated.",,dataset/processed/furn_p61_r02_jaw.png,dataset/processed/furn_p61_r02.png
furn_p61_r03,Crash Cart Trolley Stainless Steel,10055,Overall approx size: 940mm x 490mm x 1535mm (L x W x H).,Hospital Furniture,61,dataset/processed/furn_p61_r03_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 61, ""image_path"": ""dataset/processed/furn_p61_r03_full.png""}]","Overall approx size: 940mm x 490mm x 1535mm (L x W x H). Stainless steel Tubular frame. Six removeable plastic bins and two polystyrene lockable stronge units with three drawers each. Four swivel castors, 150 mm dia (two with brakes). Complete with corner buffers powder coated oxygen cylinder holder, SS IV rod, SS Top & shelves, cardiac massage board and electric lamp.",,dataset/processed/furn_p61_r03_jaw.png,dataset/processed/furn_p61_r03.png
furn_p61_r04,Cylinder Trolley,10065,Standard Size,Hospital Furniture,61,dataset/processed/furn_p61_r04_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 61, ""image_path"": ""dataset/processed/furn_p61_r04_full.png""}]",M.S. Tubular construction M.S. base. 10 cms dia Rubber wheels (2 nos) Epoxy Powder Coated.,,dataset/processed/furn_p61_r04_jaw.png,dataset/processed/furn_p61_r04.png
furn_p62_l00,Dressing Trolley,10066,Overall Size 76 x 45 x 81 cms,Hospital Furniture,62,dataset/processed/furn_p62_l00_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 62, ""image_path"": ""dataset/processed/furn_p62_l00_full.png""}]","Overall Size 76 x 45 x 81 cms M.S. Tubular construction. Stainless Steel top & shelf. Four side guard railing on both shelves. Mounted on 100mm dia Castors. With Stainless Steel bucket, basin & push handle. Epoxy Powder Coated",,dataset/processed/furn_p62_l00_jaw.png,dataset/processed/furn_p62_l00.png
furn_p62_l01,Dressing Trolley All SS,10067,Overall Size 76 x 45 x 81 cms,Hospital Furniture,62,dataset/processed/furn_p62_l01_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 62, ""image_path"": ""dataset/processed/furn_p62_l01_full.png""}]","Overall Size 76 x 45 x 81 cms Stainless Steel Tubular construction. Stainless Steel top & shelf. Four side guard railing on both shelves. Mounted on 100mm dia Castors. With Stainless Steel bucket, basin & push handle.",,dataset/processed/furn_p62_l01_jaw.png,dataset/processed/furn_p62_l01.png
furn_p62_l02,Instrument trolley,10068,Overall Size 60L x 45W x 80H cms,Hospital Furniture,62,dataset/processed/furn_p62_l02_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 62, ""image_path"": ""dataset/processed/furn_p62_l02_full.png""}]",Overall Size 60L x 45W x 80H cms M.S. Tubular construction with SS top & shelf. Mounted on 50mm dia Castors. Three side guard railing on upper shelf Epoxy Powder Coated,,dataset/processed/furn_p62_l02_jaw.png,dataset/processed/furn_p62_l02.png
furn_p62_l03,Instrument Trolley All SS,10069,Overall Size 60L x 45W x 80H  cms,Hospital Furniture,62,dataset/processed/furn_p62_l03_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 62, ""image_path"": ""dataset/processed/furn_p62_l03_full.png""}]",Overall Size 60L x 45W x 80H  cms SS Tubular construction with SS top & shelf. Mounted on 100mm dia Castors. Three side guard railing on upper shelf Also Available in knock down,,dataset/processed/furn_p62_l03_jaw.png,dataset/processed/furn_p62_l03.png
furn_p62_l04,Mayo's Trolley,10070,Overall Size: 76L x 46W x 81H cms,Hospital Furniture,62,dataset/processed/furn_p62_l04_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 62, ""image_path"": ""dataset/processed/furn_p62_l04_full.png""}]","Overall Size: 76L x 46W x 81H cms Stainless Steel Tray Size approx. 56L x 40W cms Frame made of rectangular tubes mounted on 5 cms castors, height adjust- able by side knob . Epoxy Powder Coated Finish.",,dataset/processed/furn_p62_l04_jaw.png,dataset/processed/furn_p62_l04.png
furn_p63_r00,Mayo's Trolley All S.S,10071,Overall Size: 76L x 46W x 81H cms,Hospital Furniture,63,dataset/processed/furn_p63_r00_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 63, ""image_path"": ""dataset/processed/furn_p63_r00_full.png""}]","Overall Size: 76L x 46W x 81H cms Tray Size SS: Approx. 56L x 40W cms Frame work SS rectangular tubes mounted on 5 cms castors, height adjustable by side knob",,dataset/processed/furn_p63_r00_jaw.png,dataset/processed/furn_p63_r00.png
furn_p63_r01,Linen Trolley,10072,Standard Size,Hospital Furniture,63,dataset/processed/furn_p63_r01_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 63, ""image_path"": ""dataset/processed/furn_p63_r01_full.png""}]",M.S. Tubular construction. Mounted on 10mm dia castors With removable canvas bag Epoxy Powder Coated Also available in Stainless Steel frame,,dataset/processed/furn_p63_r01_jaw.png,dataset/processed/furn_p63_r01.png
